inr;iso;nam;plz;ort;gemeindekennzahl;sbi;isil;tvw;tel;fax;ema;url;opa;text;oef;typ_text;utr_text;gro_text;leitung
UF824;DEU;Gemeindebibliothek;Thomas-Müntzer-Str. 9;Winningen bei Aschersleben;150890015015;NULL;NULL;-34745;2 07;(034745) 2 07;NULL;NULL;NULL;geschlossen/aufgelöst;Di 14.00-18.00;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UF836;NULL;Gemeindebibliothek;Hauptstraße 8;Bernburg OT Aderstedt;150895052185;NULL;NULL;3471;367143;NULL;NULL;NULL;NULL;aktiv;Di 16.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF848;NULL;Gemeindebibliothek;Umgehungsstr. 30;Baalberge;150895052185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Do 12.30 - 16.30 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF861;NULL;Bibliothek;Insel 84 c;Belleben;150895052005;NULL;NULL;-34692;2 15 30;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF873;NULL;Gemeindebibliothek;Langestr. 1;Cörmigk;150895052185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 15.00-17.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF897;NULL;Gemeindebibliothek;Nienburger Str. 22;Gerbitz;150890235235;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mi 15.00-16.30 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF939;NULL;Gemeindebibliothek;Saalweg 10;Gröna;150895052185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Di 17.00-18.30;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UF940;DEU;Bibliothek;Am Sportplatz 1;Nienburg/ OT Latdorf;150890235235;NULL;NULL;3471;642386;NULL;NULL;NULL;NULL;aktiv;Mo 16.00-17.30;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF976;DEU;Gemeindebibliothek;Leaner Straße ;Landsberg OT Peißen;150890030030;NULL;NULL;3471;313418;NULL;NULL;NULL;NULL;aktiv;Mo 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF988;NULL;Gemeindebibliothek;Schloßhof 1;Plötzkau;150895052245;NULL;NULL;34692;3 16 88;NULL;NULL;NULL;NULL;aktiv;Di, Fr 16.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UG014;NULL;Gemeindebibliothek;Haus der Dienste;Poley;150895052185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Dienstag 17.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UG026;NULL;Gemeindebibliothek;An der Alten Schule 8;Bernburg OT Preußlitz;150895052185;NULL;NULL;34722;308377;NULL;NULL;NULL;NULL;aktiv;Di, Fr 16.00 - 17.00  Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UG099;DEU;Gemeindebibliothek;Dorfstr. 41;Bernburg OT Wohlsdorf;150895052185;NULL;NULL;34722;2 83;NULL;NULL;NULL;NULL;aktiv;Mo 14.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UG142;NULL;Gemeindebibliothek;Dorfpl.;Friedersdorf bei Bitterfeld;150820241241;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 16.00-18.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UG178;NULL;Gemeindebibliothek;Bahnhofstraße 05;Greppin;150820015015;NULL;NULL;-3493;30170;42321;gemeinde.greppin@arcormail.de;NULL;NULL;geschlossen/aufgelöst;Di 14.00-18.00 Uhr. Do 14.00 - 16.00 Uhr Mo - Fr. 9.00 - 11.00 Uhr (eingeschränkte Öffnungszeit);NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UG221;NULL;Gemeindebibliothek;Straße der Jugend 3 a;Zörbig OT Löberitz;150820440440;NULL;NULL;34956;25643;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 15.00-17.00;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UG245;DEU;Gemeindebibliothek;Dorfplatz 16;Muldestausee OT Mühlbeck;150820241241;NULL;NULL;3493;55312;NULL;NULL;NULL;NULL;aktiv;Do 16.30 - 18.30 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UG257;DEU;Gemeindebibliothek;Am alten Kloster 1;Muldestausee OT Muldenstein;150820241241;NULL;NULL;3493;552 91;NULL;NULL;NULL;NULL;aktiv;Di 14.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UG282;DEU;Gemeindebibliothek;Dorfplatz 3;Muldestausee OT Pouch;150820241241;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Di u. Do 16.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UG300;NULL;Stadtbibliothek;Gartenstr. 15;Raguhn-Jeßnitz;150820301301;NULL;NULL;34906;2 08 68;NULL;StadtbibliothekRaguhn@t-online.de;NULL;NULL;aktiv;Di u. Do 8.00 - 11.00 Uhr und 12.00 - 17.00 Uhr, Mi 13.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
UG312;NULL;Gemeindebibliothek Ramsin;Zscherndorfer-Str. 9 (Gemeindezentrum);Sandersdorf-Brehna OT Ramsin;150820340340;NULL;NULL;3493;8010;NULL;NULL;NULL;NULL;aktiv;Mo 18.00 - 19.00 Uhr, Fr 16.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UG373;DEU;Gemeindebibliothek;Siedlerhof;Rösa;150820241241;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Dienstag 15.30 - 17.00 Uhr und Donnerstag 11.30 - 12.30 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UG385;DEU;Gemeindebibliothek;F.-Ebert-Straße 5;Roitzsch;150820340340;NULL;NULL;3493;80183;034954-621 32;NULL;NULL;NULL;vorübergeh. geschlossen;Di und Do 13-18;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UG567;NULL;Gemeindebibliothek;Knappenstraße 10;Benndorf;150875052045;NULL;NULL;34772;33225;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;Mo 12.30-15.30 Uhr. Mi 12.30-18.00 Uhr. ;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UG622;NULL;Gemeindebibliothek;Lindenstraße 18;Hedersleben;150855051160;NULL;NULL;-34773;20 310;NULL;vg.mansfelder-platte@t-online.de;NULL;NULL;geschlossen/aufgelöst;Die 11.25-11.45 und 16.00 - 17.00, Do 11.25-11.45;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UG816;NULL;Bücherei Bergwitz;Burgstraße 5;Kemberg OT Bergwitz;150910160160;NULL;NULL;34921;71111;034921 71120;gruender@stadt-kemberg.de;NULL;NULL;aktiv;Mo 16.15 - 17.15 Uhr , Mi 12.30 -13.30 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UG932;NULL;Gemeindebibliothek;Radiser Bahnhofstr. 18 a;Kemberg OT Radis;150910160160;NULL;NULL;34953;39595;NULL;NULL;NULL;NULL;aktiv;Mi 15.00-18.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UG968;NULL;Gemeindebibliothek Rotta;Am Gemeindezentrum 9;Kemberg OT Rotta;150910160160;NULL;NULL;34921;21 318 (priv.);NULL;NULL;NULL;NULL;aktiv;Mo 15.00-17.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UJ059;DEU;Gemeindebibliothek;Uthausener Str. 6;Kemberg OT Uthausen;150910160160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Mi 15.00-17.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
UJ151;DEU;Gemeindebibliothek;Schulstr. 3;Freckleben;64330009009;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UJ199;DEU;Gemeindebibliothek;In der Gasse 5;Mansfeld - Friesdorf;150870275275;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UJ448;NULL;Gemeindebibliothek;Fleckstr. 47;Wippra;64360004004;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 15.30-17.30;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UJ527;DEU;Gemeindebibliothek;Safranberg 120;Lützen OT Muschwitz;150840315315;NULL;NULL;34441;24805;24 805;bibomuschwitz@t-online.de;NULL;NULL;aktiv;Mo 15.00 -17.00  Uhr, Do 16.00 - 18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UJ539;DEU;Gemeindebibliothek;Schulwinkel 40;Nessa;150840490490;NULL;NULL;-34443;2 03 24;3 10 09;nessa-1@t-online.de;www.nessa.eu;NULL;geschlossen/aufgelöst;Mi 15.00-16.00;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
UJ588;DEU;Gemeindebibliothek;Dorfstr. 132;Trebnitz/Kreis Weißenfels;100440112112;NULL;NULL;-34443;2 06 62;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Di 14.30-17.30;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
UJ758;DEU;Gemeindebibliothek;Lindenstr. 4;Elsnigk;150820256256;NULL;NULL;-34973;2 70 90;(034973) 2 70 95;NULL;NULL;NULL;keine Beteiligung an DBS;Mo und Do 15.00-17.00;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UJ771;DEU;Gemeindebibliothek;Dorfstr. 51 b;Frassdorf;150820256256;NULL;NULL;-34977;2 14 79;22256;NULL;NULL;NULL;geschlossen/aufgelöst;Do 16.30 - 18.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UJ801;DEU;Öffentliche Bibliothek;Radegaster Str. 11a;Görzig bei Köthen/Anhalt;150820377377;NULL;NULL;-34975;2 12 28;(034975) 2 12 28;NULL;NULL;NULL;geschlossen/aufgelöst;Mo und Do-Fr 8.30-12.30. Mi 8.30-16.30;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UJ813;NULL;Gemeindebibliothek Großbadegast;NULL;Stadt Südliches Anhalt OT Großbadegast;64400010010;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Do 14.30 -17 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UJ837;DEU;Gemeindebücherei;Parkstraße;Hinsdorf OT Köthen;150820256256;NULL;NULL;34977;21 690;034977 2 57;NULL;NULL;NULL;aktiv;Do 16.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UJ849;DEU;Gemeindebibliothek;Im Bauerndorf 1;Kleinpaschleben;150820377377;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mi 14.30-16.30;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UJ916;NULL;Gemeindebibliothek Merzien;Straße der Thälmannpioniere;Köthen/Anhalt;150820180180;NULL;NULL;-3496;21 40 35;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Die 14.30 - 17.30 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UJ928;DEU;Gemeindebibliothek;Dorfstr.;Micheln;150820256256;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 15.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UK076;DEU;Gemeindebibliothek;Kirchstraße 3;Wulfen;150820377377;NULL;NULL;34979;30917;NULL;NULL;NULL;NULL;aktiv;Do 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UK167;NULL;Gemeindebibliothek;Weißenfelser Str. 2;Frankleben;150880065065;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aufgegangen/übernommen;Di 11.00 - 12.00 und 15.00-17.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UK192;NULL;Gemeindebibliothek;Grüner Winkel 1;Gröst;150845053025;NULL;NULL;-34633;2 27 66;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 16.00-18.00;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UK210;NULL;Gemeindebibliothek;Schäferei 14a;Leuna OT Günthersdorf;150880205205;NULL;NULL;34638;2 04 61;2 03 19;NULL;NULL;NULL;keine Beteiligung an DBS;Di 16.00-18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UK258;NULL;Gemeindebibliothek;Alte Leipziger Str. 68;Leuna OT Kötzschau;150880205205;NULL;NULL;34205;87715 ( priv.);NULL;NULL;NULL;NULL;aktiv;Di 14.00 - 18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UK350;NULL;Gemeindebibliothek;Thomas-Müntzer-Straße 55;Schkopau OT Raßnitz;150880330330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Mi 13.30 - 18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UK386;DEU;Gemeindebibliothek;Leipziger Str. 16;Roßbach;150880065065;NULL;NULL;-34633;2 49 11;NULL;NULL;NULL;NULL;aufgegangen/übernommen;Di 11.00 - 12.00 und 15.00 - 17.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;neben-/ehrenamtlich
UK441;DEU;Wünscher Landhof e.V./ Gemeindebibliothek  ;Merseburger Straße 50;Mücheln OT Wünsch;150880235235;NULL;NULL;-34636;70725;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 8.00 - 14.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UK453;NULL;Schul- und Gemeindebibliothek;Eichsfeld 90 a (Sekundarschule);Zöschen;150880205205;NULL;NULL;-34638;20 252;2 99 91;sekzoeschen@t-online.de;NULL;NULL;aufgegangen/übernommen;Do 10.55 - 11.20,  Fr 10.55 - 11.20 und 16.00-18.00;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UK969;NULL;Gemeindebibliothek;Dorfstraße 22;Hirschroda;150845053285;NULL;NULL;-34462;2 04 53;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Fr 14.00-16.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UK994;NULL;Gemeindebibliothek Lossa;NULL;Thallwitz;147290380380;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL093;NULL;Gemeindebibliothek Wetzendorf;Poststr. 1;Karsdorf;150845053250;NULL;NULL;-34461;5 53 01;5 52 17;bibliothek-karsdorf@t-online.de;www.karsdorf.de;NULL;vorübergeh. geschlossen;Mo 13.00-17.30. Di 9.00-11.30 und 15.00-18.00. Do 15.00-17.00;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
UL147;DEU;Gemeindebibliothek;Alte Hauptstraße 73;Ballenstedt / OT Badeborn;150850040040;NULL;NULL;-39483;8 20 85;NULL;NULL;NULL;NULL;aufgegangen/übernommen;Di 14.30 - 17.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UL159;DEU;Gemeindebibliothek;Markt 115;Harzgerode OT Dankerode;150850145145;NULL;NULL;39484;21 23;039484  21 33;NULL;NULL;NULL;aktiv; Do 15.00 -17.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL160;NULL;Gemeindebibliothek;Goethestraße 2;Ditfurt;150855051090;NULL;NULL;3946;3838 oder 3022;NULL;NULL;NULL;NULL;aktiv;Mo/Do 8.30 - 13.30 Uhr u.15.00 - 17.00 Uhr, Di 7.30 - 13.00 Uhr, Mi 7.30 - 12.30 Uhr,  Fr 8.30 - 10.30 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UL172;NULL;Gemeindebibliothek;Dorfstraße 91 a;Königerode;150890195195;NULL;NULL;-39484;8124;72305;NULL;NULL;NULL;geschlossen/aufgelöst;Freitag 14.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL184;DEU;Gemeindebibliothek;Hauptstraße 24;Neinstedt;150850330330;NULL;NULL;3947;24 28;(03947) 58 55;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 9.00 - 16.00 Uhr, Di 17.30 - 19.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UL196;DEU;Bücherei Neudorf;Schulstraße 79;Harzgerode OT Neudorf;150850145145;NULL;NULL;39484;NULL;(039484) 62 84;gemeinde_neudorf@t-online.de;NULL;NULL;nur Adresse erfasst;Mo u. Mi 9.00 - 16.00 Uhr, Fr 9.00 - 15.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL202;DEU;Gemeindebibliothek;Am Teich 1;Ballenstedt OT Rieder;150850040040;NULL;NULL;39485;2 38;(039485) 9 52 24;NULL;NULL;NULL;aktiv;Mo u. Mi 14.30 - 17.00 Uhr, Do 15.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UL226;DEU;Gemeindebibliothek;Güntersberger Str. 76a;Harzgerode OT Siptenfelde;150850145145;NULL;NULL;39488;323;NULL;NULL;NULL;NULL;nur Adresse erfasst;Di 15.00 - 17.00 Uhr (einmal im Monat);NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL251;NULL;Gemeindebibliothek;Hauptstr. 20;Straßberg bei Quedlinburg;150850040040;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL263;DEU;Gemeindebibliothek;Im Kurzentrum;Bad Suderode;150850235235;NULL;NULL;-3507;94 90 und 5 11 12;NULL;NULL;NULL;NULL;aktiv;Mo, Mi 8 - 15 Uhr,  Di 8 - 16.30 Uhr, Do 8 -14.30 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UL354;NULL;Gemeindebibliothek;Hauptstr. 161;Esperstedt;160650003003;NULL;NULL;-34671;6 24 59;(034671) 6 24 59;NULL;NULL;NULL;geschlossen/aufgelöst;1. und 3. Di i. Monat 14.00-18.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL391;DEU;Gemeindebibliothek;Hauptstr. 51;Hornburg;150870130130;NULL;NULL;-34776;2 04 52;2 04 52;NULL;NULL;NULL;geschlossen/aufgelöst;Mi 14.00-16.00;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UL457;NULL;Gemeindebibliothek;Sittichenbacher Str. 4a/Grundschule Osterhausen;Lutherstadt Eisleben/ OT Osterhausen;150870130130;NULL;NULL;-34776;2 02 76;2 02 76;NULL;NULL;NULL;keine Beteiligung an DBS;Mo-Do   7.15 - 7.45;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL469;DEU;Gemeindebibliothek Rothenschirmbach;Gewerbegebiet 24;Eisleben OT Rothenschirmbach;150870130130;NULL;NULL;34776;20336  (priv);NULL;NULL;NULL;NULL;aktiv;jeden 2 Do 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL482;NULL;Gemeindebibliothek;Parkstr. 8 (Grundschule);Vitzenburg;150880305305;NULL;NULL;-34461;2 23 67;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo. Mi: 09.00-10.00 und 12.00-13.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL536;NULL;Gemeindebibliothek;Dorfstr.;Buko;150910060060;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL548;NULL;Gemeindebibliothek;NULL;Düben;150910060060;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Dienstag 14.00 - 16.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL585;NULL;Gemeindebibliothek;Weidener Straße 6;Coswig/ OT Jeber-Bergfrieden;150910060060;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Dienstag 17.00 - 18.30 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL597;NULL;Gemeindebibliothek;Bodenreformsiedlung 5a;Coswig (Anhalt) OT Klieken;150910060060;NULL;NULL;34903;62821;NULL;NULL;NULL;NULL;aktiv;Di 10.00 - 11.00 Uhr,  Do 16.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UL652;DEU;Gemeindebibliothek;NULL;Dessau-Roßlau/Rodleben;150010000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;Mittwoch 15.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL718;DEU;Gemeindebibliothek;Hauptstraße 25;Thießen;150910060060;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL743;DEU;Gemeindebibliothek;NULL;Zieko;150910060060;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;Donnerstag 17.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UL755;NULL;Gemeindebibliothek;Am Kindergarten 4;Teutschenthal OT Angersdorf;150880365365;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Di 14.30 - 16.30 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL767;NULL;Gemeindebibliothek;Eichendorffstraße 10;Salzatal OT Beesenstedt;150880319319;NULL;NULL;34773;2 02 36;NULL;NULL;NULL;NULL;aktiv;Do 15.00 - 17.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL779;NULL;Gemeindebibliothek;NULL;Bennstedt;150880365365;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL780;NULL;Gemeindebibliothek;Schulgasse 2a;Brachstedt;150880195195;NULL;NULL;-34604;2 03 11;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 15 -18 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL792;NULL;Gemeindebibliothek;Th.-Müntzer-Str.;Brachwitz;150880319319;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Mi 17.00-18.30;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL846;NULL;Gemeindebibliothek ;Friedensstraße 8 a;Schkopau OT Döllnitz;150880330330;NULL;NULL;-345;78 20 906;7 82 39108;info@doellnitz.de;NULL;NULL;vorübergeh. geschlossen; Mo 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UL895;NULL;Gemeindebibliothek;Hauptstr. 18;Gimritz;150880319319;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Fr 17.00-18.00;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL901;NULL;Gemeindebibliothek;Neue Straße 1;Kabelsketal OT Großkugel;150880150150;NULL;NULL;-34204;63643 (privat);NULL;ingrid.broemel@web.de;NULL;NULL;vorübergeh. geschlossen;Mo 15.00-18.00;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UL913;NULL;Gemeindebibliothek;Maschwitzer Weg 5a;Petersberg OT Gutenberg;150880295295;NULL;NULL;-34606;20 227;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 15.00-17.00;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL925;NULL;Schul- und Gemeindebibliothek;Lutherplatz 3;Holleben;150880365365;NULL;NULL;-345;61 30 902;NULL;sekholleben@t-online.de;NULL;NULL;vorübergeh. geschlossen;Di 9.30-10.30 und 13.35-14.30. Do 11.30-12.30. Fr 12.50-14.00;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
UL937;NULL;Gemeindebibliothek;Hauptstraße 38 / Kulturhaus;Höhnstedt;150880365365;NULL;NULL;-34601;20242;NULL;hoehnstedt@gmx.de;NULL;NULL;geschlossen/aufgelöst;Di und Fr 16.00 - 18.00;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
UL949;DEU;Gemeindebibliothek;Rosa-Luxemburg-Str. 13 (Grundschule);Ostrau;150880295295;NULL;NULL;-34600;2 02 74;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 11.00 - 13.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UL998;NULL;Gemeindebibliothek;Halleschestr. 3;Krosigk OT Kaltenmark;150880216216;NULL;NULL;-34603;2 03 94;2 00 37;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UM036;NULL;Gemeindebibliothek;Waldweg 1;Lochau;150880150150;NULL;NULL;-345;78 21 082;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Di 14.00 - 18.00;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
